id_venta,fecha,ciudad,categoria,producto,cantidad,precio_unitario,ingresos,canal
308,2024-12-11,Bogotá,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
309,2025-10-08,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
310,2025-11-09,Bucaramanga,Papelería,Kit marcadores x12,3,35000,105000,Tienda física
311,2025-08-25,Bogotá,Muebles,Silla ergonómica,1,890000,890000,En línea
312,2025-08-22,Medellín,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
313,2025-02-11,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
314,2025-06-26,Cartagena,Muebles,Lámpara de pie LED,3,180000,540000,En línea
315,2025-12-20,Barranquilla,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
316,2025-11-01,Bogotá,Hogar,Sanduchera Black+Decker,2,120000,240000,Tienda física
317,2024-12-02,Bogotá,Papelería,Resma papel A4,1,22000,22000,En línea
318,2024-05-18,Medellín,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
319,2025-11-11,Cali,Hogar,Sanduchera Black+Decker,1,120000,120000,Tienda física
320,2024-04-16,Medellín,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
321,2025-12-07,Barranquilla,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
322,2025-10-05,Bogotá,Muebles,Lámpara de pie LED,3,180000,540000,En línea
323,2025-05-01,Barranquilla,Muebles,Lámpara de pie LED,2,180000,360000,En línea
324,2025-04-28,Bogotá,Muebles,Silla ergonómica,2,890000,1780000,Tienda física
325,2024-12-24,Bogotá,Hogar,Sanduchera Black+Decker,2,120000,240000,En línea
326,2024-02-19,Bogotá,Muebles,Escritorio en L,2,1150000,2300000,Tienda física
327,2024-09-10,Bucaramanga,Hogar,Cafetera Oster 12 tazas,3,240000,720000,Tienda física
328,2024-04-21,Medellín,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
329,2024-08-02,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
330,2025-04-08,Bogotá,Tecnología,Teclado mecánico Redragon,4,210000,840000,En línea
331,2025-03-07,Medellín,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
332,2024-12-31,Pereira,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
333,2025-12-17,Bogotá,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
334,2025-11-04,Cali,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
335,2024-12-02,Barranquilla,Papelería,Kit marcadores x12,3,35000,105000,En línea
336,2024-11-14,Cali,Muebles,Lámpara de pie LED,1,180000,180000,En línea
337,2025-01-03,Pereira,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
338,2024-04-11,Cartagena,Papelería,Cuaderno argollado,1,18000,18000,En línea
339,2025-12-05,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
340,2024-02-05,Medellín,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
341,2025-03-31,Cali,Muebles,Silla ergonómica,1,890000,890000,En línea
342,2025-12-27,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
343,2025-01-25,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
344,2025-05-25,Cartagena,Papelería,Cuaderno argollado,2,18000,36000,Tienda física
345,2025-06-05,Pereira,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
346,2025-08-10,Cali,Muebles,Lámpara de pie LED,3,180000,540000,En línea
347,2025-04-20,Bogotá,Hogar,Licuadora Oster Pro,3,310000,930000,Tienda física
348,2024-01-25,Bogotá,Papelería,Resma papel A4,1,22000,22000,En línea
349,2024-05-08,Barranquilla,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
350,2025-10-29,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
351,2024-09-20,Medellín,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
352,2025-11-21,Barranquilla,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
353,2025-05-02,Bogotá,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
354,2025-02-17,Bogotá,Tecnología,Teclado mecánico Redragon,5,210000,1050000,En línea
355,2024-06-18,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
356,2025-08-27,Cali,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
357,2025-12-23,Cartagena,Hogar,Sanduchera Black+Decker,5,120000,600000,En línea
358,2024-08-19,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
359,2024-12-22,Pereira,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
360,2024-04-27,Bogotá,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
361,2025-01-24,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
362,2024-03-26,Cali,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
363,2024-11-18,Medellín,Papelería,Resma papel A4,4,22000,88000,En línea
364,2025-12-16,Bucaramanga,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
365,2025-03-04,Pereira,Muebles,Lámpara de pie LED,3,180000,540000,Tienda física
366,2024-05-26,Bucaramanga,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
367,2024-11-12,Pereira,Muebles,Silla ergonómica,4,890000,3560000,Tienda física
368,2025-11-01,Bogotá,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
369,2024-08-17,Medellín,Papelería,Cuaderno argollado,2,18000,36000,Tienda física
370,2025-10-12,Bogotá,Muebles,Silla ergonómica,1,890000,890000,En línea
371,2024-12-14,Barranquilla,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
372,2025-02-26,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
373,2025-09-22,Cali,Muebles,Silla ergonómica,1,890000,890000,En línea
374,2024-04-29,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
375,2025-07-23,Barranquilla,Papelería,Resma papel A4,1,22000,22000,En línea
376,2025-05-10,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
377,2024-11-17,Barranquilla,Muebles,Silla ergonómica,4,890000,3560000,En línea
378,2024-04-10,Cali,Papelería,Resma papel A4,1,22000,22000,En línea
379,2024-04-23,Cali,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
380,2025-02-09,Cali,Muebles,Silla ergonómica,2,890000,1780000,En línea
381,2024-07-18,Bogotá,Hogar,Cafetera Oster 12 tazas,4,240000,960000,En línea
382,2025-06-16,Bogotá,Tecnología,"Monitor Samsung 24""",2,780000,1560000,En línea
383,2025-01-04,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,En línea
384,2024-04-09,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
385,2025-09-07,Medellín,Muebles,Silla ergonómica,2,890000,1780000,En línea
386,2024-12-15,Medellín,Hogar,Sanduchera Black+Decker,3,120000,360000,Tienda física
387,2025-07-17,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,En línea
388,2025-12-29,Pereira,Papelería,Resma papel A4,1,22000,22000,En línea
389,2024-11-19,Pereira,Hogar,Cafetera Oster 12 tazas,3,240000,720000,Tienda física
390,2024-11-26,Bucaramanga,Papelería,Cuaderno argollado,1,18000,18000,Tienda física
391,2024-10-30,Cali,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
392,2024-10-09,Cali,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
393,2024-06-29,Bogotá,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,Tienda física
394,2025-02-04,Bogotá,Muebles,Lámpara de pie LED,3,180000,540000,En línea
395,2024-08-09,Bogotá,Papelería,Resma papel A4,3,22000,66000,Tienda física
396,2024-11-25,Bogotá,Hogar,Cafetera Oster 12 tazas,4,240000,960000,En línea
397,2024-03-26,Barranquilla,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,En línea
398,2025-07-13,Bogotá,Muebles,Escritorio en L,1,1150000,1150000,Tienda física
399,2024-02-16,Cartagena,Muebles,Silla ergonómica,1,890000,890000,Tienda física
400,2024-09-15,Medellín,Muebles,Lámpara de pie LED,2,180000,360000,En línea
401,2024-05-02,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
402,2025-12-10,Cali,Papelería,Kit marcadores x12,4,35000,140000,En línea
403,2024-12-29,Cali,Papelería,Cuaderno argollado,4,18000,72000,Tienda física
404,2024-09-15,Medellín,Muebles,Escritorio en L,1,1150000,1150000,Tienda física
405,2024-12-20,Barranquilla,Hogar,Sanduchera Black+Decker,1,120000,120000,Tienda física
406,2025-11-23,Cali,Muebles,Lámpara de pie LED,5,180000,900000,En línea
407,2024-07-14,Bucaramanga,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
408,2024-03-19,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
409,2025-03-29,Barranquilla,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
410,2025-02-18,Medellín,Muebles,Silla ergonómica,4,890000,3560000,Tienda física
411,2024-01-12,Bogotá,Papelería,Resma papel A4,5,22000,110000,Tienda física
412,2024-12-22,Bogotá,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
413,2025-02-11,Cali,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
414,2024-07-28,Bogotá,Muebles,Silla ergonómica,2,890000,1780000,Tienda física
415,2024-12-18,Medellín,Hogar,Sanduchera Black+Decker,4,120000,480000,En línea
416,2025-02-21,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
417,2025-03-08,Medellín,Muebles,Escritorio en L,1,1150000,1150000,En línea
418,2025-09-28,Barranquilla,Muebles,Silla ergonómica,2,890000,1780000,En línea
419,2025-09-18,Medellín,Papelería,Resma papel A4,2,22000,44000,En línea
420,2025-08-26,Medellín,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,Tienda física
421,2025-02-02,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
422,2025-12-08,Medellín,Hogar,Licuadora Oster Pro,3,310000,930000,Tienda física
423,2024-07-05,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
424,2025-04-10,Medellín,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
425,2024-01-06,Cali,Muebles,Lámpara de pie LED,1,180000,180000,En línea
426,2025-12-22,Cali,Tecnología,Portátil Lenovo IdeaPad 3,3,2400000,7200000,Tienda física
427,2025-11-20,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
428,2025-01-20,Medellín,Hogar,Sanduchera Black+Decker,1,120000,120000,En línea
429,2024-11-18,Bogotá,Muebles,Lámpara de pie LED,5,180000,900000,Tienda física
430,2025-10-09,Barranquilla,Hogar,Licuadora Oster Pro,4,310000,1240000,En línea
431,2024-11-02,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,En línea
432,2024-12-31,Cali,Muebles,Escritorio en L,3,1150000,3450000,Tienda física
433,2024-03-22,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
434,2025-11-07,Bogotá,Muebles,Silla ergonómica,1,890000,890000,Tienda física
435,2025-11-14,Bucaramanga,Muebles,Lámpara de pie LED,1,180000,180000,En línea
436,2025-12-15,Barranquilla,Muebles,Lámpara de pie LED,3,180000,540000,En línea
437,2024-03-06,Cartagena,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
438,2025-11-12,Bogotá,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
439,2025-06-30,Bogotá,Muebles,Silla ergonómica,5,890000,4450000,En línea
440,2025-10-02,Pereira,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
441,2025-08-08,Pereira,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
442,2024-10-15,Cali,Papelería,Resma papel A4,1,22000,22000,Tienda física
443,2024-03-13,Barranquilla,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
444,2024-05-10,Barranquilla,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
445,2024-03-31,Medellín,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
446,2024-04-22,Cali,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
447,2024-01-21,Cali,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
448,2024-11-05,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
449,2025-11-17,Bogotá,Papelería,Cuaderno argollado,2,18000,36000,En línea
450,2024-04-28,Bogotá,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
451,2024-11-26,Bogotá,Muebles,Silla ergonómica,1,890000,890000,En línea
452,2025-04-17,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,En línea
453,2025-12-10,Cartagena,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
454,2024-09-29,Pereira,Hogar,Sanduchera Black+Decker,4,120000,480000,En línea
455,2024-09-17,Medellín,Papelería,Resma papel A4,1,22000,22000,Tienda física
456,2025-12-18,Medellín,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
457,2024-07-14,Medellín,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
458,2025-02-23,Barranquilla,Muebles,Lámpara de pie LED,2,180000,360000,Tienda física
459,2025-12-11,Medellín,Muebles,Silla ergonómica,3,890000,2670000,En línea
460,2025-06-08,Medellín,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
461,2025-04-24,Barranquilla,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
462,2024-03-03,Medellín,Papelería,Cuaderno argollado,2,18000,36000,En línea
463,2025-11-26,Cartagena,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
464,2025-11-12,Bogotá,Muebles,Lámpara de pie LED,2,180000,360000,Tienda física
465,2025-05-13,Bogotá,Tecnología,Mouse Logitech M185,2,65000,130000,Tienda física
466,2025-05-28,Pereira,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
467,2024-01-09,Medellín,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
468,2025-03-05,Barranquilla,Muebles,Escritorio en L,1,1150000,1150000,Tienda física
469,2024-12-31,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
470,2025-12-15,Bogotá,Tecnología,"Monitor Samsung 24""",4,780000,3120000,En línea
471,2024-12-12,Medellín,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
472,2025-06-11,Cartagena,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
473,2025-10-10,Bogotá,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
474,2024-07-15,Cali,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
475,2024-07-06,Cali,Muebles,Escritorio en L,1,1150000,1150000,En línea
476,2024-01-23,Cali,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
477,2025-06-17,Cartagena,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
478,2024-03-27,Medellín,Papelería,Kit marcadores x12,1,35000,35000,En línea
479,2024-07-29,Cali,Papelería,Kit marcadores x12,2,35000,70000,Tienda física
480,2025-04-05,Cartagena,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
481,2025-09-11,Cali,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
482,2024-04-24,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
483,2025-01-08,Medellín,Muebles,Escritorio en L,1,1150000,1150000,En línea
484,2025-04-25,Pereira,Hogar,Cafetera Oster 12 tazas,2,240000,480000,Tienda física
485,2024-12-27,Medellín,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
486,2024-10-18,Cartagena,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,Tienda física
487,2025-01-04,Medellín,Muebles,Silla ergonómica,2,890000,1780000,Tienda física
488,2024-12-26,Barranquilla,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
489,2024-08-09,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
490,2025-08-01,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
491,2025-09-19,Bogotá,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
492,2025-02-06,Cartagena,Papelería,Cuaderno argollado,1,18000,18000,Tienda física
493,2024-08-28,Medellín,Papelería,Cuaderno argollado,1,18000,18000,Tienda física
494,2024-12-05,Bogotá,Papelería,Cuaderno argollado,3,18000,54000,Tienda física
495,2025-03-16,Cali,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
496,2024-04-28,Bogotá,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
497,2024-08-14,Barranquilla,Muebles,Lámpara de pie LED,1,180000,180000,En línea
498,2024-08-02,Cali,Papelería,Kit marcadores x12,5,35000,175000,En línea
499,2025-12-16,Pereira,Hogar,Sanduchera Black+Decker,4,120000,480000,Tienda física
500,2024-04-18,Barranquilla,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
501,2025-07-29,Cali,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
502,2024-11-22,Bucaramanga,Muebles,Silla ergonómica,2,890000,1780000,En línea
503,2025-01-12,Medellín,Tecnología,Teclado mecánico Redragon,4,210000,840000,Tienda física
504,2024-09-22,Barranquilla,Tecnología,Portátil Lenovo IdeaPad 3,3,2400000,7200000,Tienda física
505,2024-12-14,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
506,2024-06-25,Bogotá,Muebles,Escritorio en L,1,1150000,1150000,Tienda física
507,2024-10-01,Medellín,Muebles,Lámpara de pie LED,2,180000,360000,En línea
508,2025-06-01,Cartagena,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
509,2024-04-15,Bogotá,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
510,2024-06-15,Cali,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
511,2025-12-03,Bogotá,Tecnología,Teclado mecánico Redragon,2,210000,420000,En línea
512,2025-11-17,Medellín,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
513,2024-07-07,Bogotá,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
514,2024-04-23,Bogotá,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
515,2025-09-14,Bogotá,Papelería,Cuaderno argollado,1,18000,18000,En línea
516,2024-11-04,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
517,2024-04-26,Bogotá,Hogar,Cafetera Oster 12 tazas,3,240000,720000,Tienda física
518,2024-05-01,Cali,Muebles,Lámpara de pie LED,1,180000,180000,En línea
519,2025-06-29,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
520,2025-10-19,Barranquilla,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
521,2024-11-05,Bogotá,Papelería,Resma papel A4,1,22000,22000,En línea
522,2024-03-12,Cali,Muebles,Lámpara de pie LED,2,180000,360000,Tienda física
523,2025-06-07,Medellín,Hogar,Sanduchera Black+Decker,2,120000,240000,En línea
524,2025-01-07,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
525,2025-12-12,Medellín,Muebles,Silla ergonómica,1,890000,890000,Tienda física
526,2025-01-22,Pereira,Papelería,Cuaderno argollado,5,18000,90000,En línea
527,2025-10-19,Barranquilla,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
528,2025-12-12,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
529,2024-01-31,Medellín,Tecnología,"Monitor Samsung 24""",3,780000,2340000,Tienda física
530,2025-01-01,Bogotá,Muebles,Escritorio en L,3,1150000,3450000,En línea
531,2025-04-09,Medellín,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
532,2025-09-06,Cali,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
533,2025-05-31,Barranquilla,Tecnología,"Monitor Samsung 24""",2,780000,1560000,Tienda física
534,2024-02-17,Medellín,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
535,2024-09-07,Bogotá,Hogar,Cafetera Oster 12 tazas,3,240000,720000,Tienda física
536,2025-06-14,Cali,Tecnología,Audífonos Sony WH-CH520,5,320000,1600000,Tienda física
537,2025-06-28,Cartagena,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
538,2025-11-06,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
539,2024-02-23,Bogotá,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
540,2024-10-18,Medellín,Muebles,Silla ergonómica,2,890000,1780000,En línea
541,2024-03-28,Bogotá,Muebles,Lámpara de pie LED,3,180000,540000,En línea
542,2024-02-04,Medellín,Papelería,Kit marcadores x12,1,35000,35000,En línea
543,2024-05-07,Cali,Papelería,Resma papel A4,4,22000,88000,Tienda física
544,2025-07-13,Medellín,Muebles,Escritorio en L,1,1150000,1150000,Tienda física
545,2024-08-05,Medellín,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
546,2024-05-29,Pereira,Hogar,Sanduchera Black+Decker,5,120000,600000,En línea
547,2024-12-16,Medellín,Tecnología,Teclado mecánico Redragon,3,210000,630000,Tienda física
548,2024-01-07,Medellín,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
549,2024-12-16,Barranquilla,Muebles,Lámpara de pie LED,2,180000,360000,En línea
550,2025-11-15,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
551,2024-07-07,Bucaramanga,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
552,2024-01-02,Barranquilla,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
553,2025-01-23,Bogotá,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
554,2025-06-21,Bucaramanga,Tecnología,"Monitor Samsung 24""",4,780000,3120000,En línea
555,2025-06-14,Bogotá,Tecnología,Mouse Logitech M185,5,65000,325000,En línea
556,2024-04-23,Cali,Hogar,Sanduchera Black+Decker,1,120000,120000,En línea
557,2025-12-16,Medellín,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
558,2025-06-14,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
559,2024-06-15,Bogotá,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
560,2024-12-17,Pereira,Muebles,Escritorio en L,2,1150000,2300000,En línea
561,2024-09-06,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
562,2025-09-22,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
563,2024-03-18,Medellín,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
564,2024-07-27,Medellín,Papelería,Cuaderno argollado,1,18000,18000,En línea
565,2025-07-19,Cartagena,Tecnología,Teclado mecánico Redragon,2,210000,420000,En línea
566,2024-01-10,Bogotá,Hogar,Sanduchera Black+Decker,5,120000,600000,Tienda física
567,2024-10-28,Cali,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
568,2025-09-10,Bucaramanga,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
569,2024-04-19,Medellín,Papelería,Kit marcadores x12,3,35000,105000,En línea
570,2024-12-15,Cartagena,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
571,2024-01-23,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
572,2024-08-13,Cali,Papelería,Kit marcadores x12,1,35000,35000,En línea
573,2024-08-26,Bogotá,Muebles,Escritorio en L,2,1150000,2300000,En línea
574,2024-04-27,Cali,Tecnología,Audífonos Sony WH-CH520,4,320000,1280000,Tienda física
575,2025-09-01,Cartagena,Hogar,Sanduchera Black+Decker,5,120000,600000,En línea
576,2025-02-04,Medellín,Muebles,Silla ergonómica,4,890000,3560000,En línea
577,2024-05-30,Bucaramanga,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
578,2024-02-18,Barranquilla,Papelería,Cuaderno argollado,2,18000,36000,Tienda física
579,2025-12-20,Bogotá,Tecnología,"Monitor Samsung 24""",2,780000,1560000,Tienda física
580,2025-11-24,Bogotá,Tecnología,"Monitor Samsung 24""",5,780000,3900000,Tienda física
581,2025-08-28,Cartagena,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
582,2025-03-20,Bucaramanga,Hogar,Sanduchera Black+Decker,2,120000,240000,En línea
583,2025-06-14,Cali,Papelería,Resma papel A4,2,22000,44000,En línea
584,2025-12-26,Medellín,Papelería,Kit marcadores x12,2,35000,70000,En línea
585,2024-03-17,Cali,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
586,2025-11-25,Barranquilla,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
587,2025-10-07,Cali,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
588,2025-08-09,Pereira,Hogar,Sanduchera Black+Decker,4,120000,480000,En línea
589,2025-12-07,Medellín,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
590,2024-05-12,Pereira,Papelería,Resma papel A4,3,22000,66000,Tienda física
591,2024-05-25,Bucaramanga,Papelería,Resma papel A4,2,22000,44000,Tienda física
592,2024-06-29,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
593,2024-04-18,Pereira,Hogar,Cafetera Oster 12 tazas,4,240000,960000,En línea
594,2025-12-29,Cali,Papelería,Resma papel A4,1,22000,22000,Tienda física
595,2025-12-18,Pereira,Tecnología,Teclado mecánico Redragon,2,210000,420000,En línea
596,2025-07-16,Bogotá,Tecnología,Teclado mecánico Redragon,5,210000,1050000,Tienda física
597,2024-03-16,Bucaramanga,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
598,2024-07-31,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
599,2024-01-01,Pereira,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
600,2024-12-28,Bogotá,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
601,2025-10-22,Bogotá,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
602,2025-10-08,Pereira,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
603,2024-05-22,Cali,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
604,2024-03-20,Medellín,Muebles,Lámpara de pie LED,2,180000,360000,En línea
605,2025-12-07,Bogotá,Tecnología,Audífonos Sony WH-CH520,4,320000,1280000,En línea
606,2024-06-17,Barranquilla,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
607,2024-07-31,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
608,2025-10-03,Medellín,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
609,2025-05-16,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
610,2024-08-23,Medellín,Tecnología,"Monitor Samsung 24""",3,780000,2340000,En línea
611,2024-12-27,Cali,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
612,2025-11-06,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
613,2024-07-01,Barranquilla,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
614,2024-03-13,Pereira,Tecnología,Mouse Logitech M185,2,65000,130000,Tienda física
615,2025-02-13,Medellín,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
616,2025-10-24,Medellín,Muebles,Silla ergonómica,4,890000,3560000,En línea
